expression,reading,meaning,tags
巧み,たくみ,"skill, cleverness",JLPT N1
丈,たけ,"length, height",JLPT N1
打撃,だげき,"blow, damage; batting (baseball)",JLPT N1
妥結,だけつ,agreement,JLPT N1
駄作,ださく,poor work,JLPT N1
足し算,たしざん,addition,JLPT N1
多数決,たすうけつ,majority rule,JLPT N1
助け,たすけ,assistance,JLPT N1
携わる,たずさわる,"to engage, to involve",JLPT N1
漂う,ただよう,"to drift about, to float, to hang in air",JLPT N1
立ち去る,たちさる,"to leave, to depart",JLPT N1
立ち寄る,たちよる,"to stop by, to drop in for a short visit",JLPT N1
抱っこ,だっこ,(child's) hug,JLPT N1
達者,たっしゃ,"skillful, in good health",JLPT N1
脱出,だっしゅつ,escape,JLPT N1
脱する,だっする,"to escape from, to get out",JLPT N1
達成,たっせい,achievement,JLPT N1
脱退,だったい,"secession, withdrawal",JLPT N1
だったら,だったら,if it's the case,JLPT N1
立て替える,たてかえる,"to pay in advance, to pay for another",JLPT N1
建前,たてまえ,position; stance one takes in public; principle,JLPT N1
奉る,たてまつる,"to offer, to do respectfully",JLPT N1
だと,だと,if it's the case,JLPT N1
他動詞,たどうし,transitive verb (direct object),JLPT N1
辿り着く,たどりつく,"to reach, to make it somehow",JLPT N1
辿る,たどる,"to follow (road, to pursue (course), to follow up",JLPT N1
束ねる,たばねる,"to tie up in a bundle, to control",JLPT N1
だぶだぶ,だぶだぶ,"loose, baggy",JLPT N1
他方,たほう,"another side, on the other hand",JLPT N1
多忙,たぼう,busy,JLPT N1
給う,たまう,"to receive, to grant",JLPT N1
魂,たましい,"soul, spirit",JLPT N1
溜まり,たまり,"collected things, gathering place, arrears",JLPT N1
賜る,たまわる,"to grant, to bestow",JLPT N1
保つ,たもつ,"to keep, to preserve, to sustain",JLPT N1
たやすい,たやすい,"easy, simple, light",JLPT N1
多様,たよう,"diversity, variety",JLPT N1
だるい,だるい,"sluggish, feel heavy (tired), languid",JLPT N1
弛み,たるみ,"slack, slackening",JLPT N1
弛む,たるむ,"to slacken, to loosen, to relax",JLPT N1
垂れる,たれる,"to hang, to droop; to drip",JLPT N1
タレント,タレント,"talent, star, personality",JLPT N1
タワー,タワー,tower,JLPT N1
単一,たんいつ,"single, simple, sole",JLPT N1
短歌,たんか,31-syllable Japanese poem,JLPT N1
担架,たんか,"stretcher, litter",JLPT N1
短気,たんき,quick temper,JLPT N1
団結,だんけつ,"unity, union, solidarity",JLPT N1
探検,たんけん,"exploration, expedition",JLPT N1
断言,だんげん,"assertion, declaration, affirmation",JLPT N1
短縮,たんしゅく,"shortening, abbreviation, reduction",JLPT N1
断然,だんぜん,"firmly, absolutely, definitely",JLPT N1
炭素,たんそ,carbon (C),JLPT N1
短大,たんだい,junior college,JLPT N1
単調,たんちょう,"monotony, monotone, dullness",JLPT N1
単独,たんどく,"sole, single",JLPT N1
旦那,だんな,"master (of house), husband (informal)",JLPT N1
短波,たんぱ,short wave,JLPT N1
蛋白質,たんぱくしつ,protein,JLPT N1
ダンプ,ダンプ,dump truck,JLPT N1
断面,だんめん,cross section,JLPT N1
弾力,だんりょく,"elasticity, flexibility",JLPT N1
治安,ちあん,"public order, security",JLPT N1
チームワーク,チームワーク,teamwork,JLPT N1
チェンジ,チェンジ,change,JLPT N1
違える,ちがえる,to change,JLPT N1
畜産,ちくさん,animal husbandry,JLPT N1
畜生,ちくしょう,"beast, brute, damn",JLPT N1
蓄積,ちくせき,"accumulation, accumulate, store",JLPT N1
地形,ちけい,"landform, geographical features, topography",JLPT N1
知性,ちせい,intelligence,JLPT N1
乳,ちち,"milk, breast, loop",JLPT N1
縮まる,ちぢまる,"to be shortened, to be contracted, to shrink",JLPT N1
秩序,ちつじょ,"order, regularity",JLPT N1
窒息,ちっそく,suffocation,JLPT N1
知的,ちてき,intellectual,JLPT N1
着手,ちゃくしゅ,"embarkation, launch",JLPT N1
着色,ちゃくしょく,"coloring, coloring",JLPT N1
着席,ちゃくせき,"sit down, seat",JLPT N1
着目,ちゃくもく,attention,JLPT N1
着陸,ちゃくりく,"landing, touch down",JLPT N1
着工,ちゃっこう,start of (construction) work,JLPT N1
茶の間,ちゃのま,living room (Japanese style),JLPT N1
茶の湯,ちゃのゆ,tea ceremony,JLPT N1
ちやほや,ちやほや,"pamper, make a fuss of, spoil",JLPT N1
チャンネル,チャンネル,a channel,JLPT N1
宙返り,ちゅうがえり,"somersault, looping-the-loop",JLPT N1
中継,ちゅうけい,"relay, hook-up",JLPT N1
忠告,ちゅうこく,"advice, warning",JLPT N1
中傷,ちゅうしょう,"slander, libel, defamation",JLPT N1
中枢,ちゅうすう,"center, mainstay, nucleus",JLPT N1
抽選,ちゅうせん,"lottery, raffle, drawing (of lots)",JLPT N1
中断,ちゅうだん,"interruption, suspension, break",JLPT N1
中毒,ちゅうどく,poisoning,JLPT N1
中腹,ちゅうふく,"mountain side, halfway up",JLPT N1
中立,ちゅうりつ,neutrality,JLPT N1
中和,ちゅうわ,"neutralize, counteract",JLPT N1
～著,～ちょ,written by ~,JLPT N1
腸,ちょう,"bowels, intestines",JLPT N1
蝶,ちょう,butterfly,JLPT N1
超,ちょう,"super-, ultra-, hyper-",JLPT N1
調印,ちょういん,"signature, sign, sealing",JLPT N1
聴覚,ちょうかく,the sense of hearing,JLPT N1
長官,ちょうかん,"chief, (government) secretary",JLPT N1
聴講,ちょうこう,"lecture attendance, auditing",JLPT N1
徴収,ちょうしゅう,"collection, levy",JLPT N1
聴診器,ちょうしんき,stethoscope,JLPT N1
調停,ちょうてい,"arbitration, conciliation, mediation",JLPT N1
重複,ちょうふく,"duplication, repetition, overlapping, redundancy, restoration",JLPT N1
長編,ちょうへん,"long (e.g., novel, film)",JLPT N1
重宝,ちょうほう,"convenient, useful",JLPT N1
調理,ちょうり,cooking,JLPT N1
調和,ちょうわ,harmony,JLPT N1
ちょくちょく,ちょくちょく,"often, frequently, now and then, occasionally",JLPT N1
直面,ちょくめん,confrontation,JLPT N1
著書,ちょしょ,"literary work, book",JLPT N1
貯蓄,ちょちく,savings,JLPT N1
直感,ちょっかん,"intuition, instinct",JLPT N1
著名,ちょめい,"well-known, noted, celebrated",JLPT N1
ちらっと,ちらっと,"at a glance, by accident",JLPT N1
塵,ちり,"dust, dirt",JLPT N1
塵取り,ちりとり,dustpan,JLPT N1
賃金,ちんぎん,wages,JLPT N1
沈殿,ちんでん,"precipitation, deposition, settlement",JLPT N1
沈没,ちんぼつ,"sinking, foundering",JLPT N1
沈黙,ちんもく,"silence, reticence",JLPT N1
陳列,ちんれつ,"exhibition, display, show",JLPT N1
追及,ついきゅう,"investigation, inquiry",JLPT N1
追跡,ついせき,pursuit,JLPT N1
追放,ついほう,"exile, banishment",JLPT N1
費やす,ついやす,"to spend, to devote, to waste",JLPT N1
墜落,ついらく,"falling, crashing",JLPT N1
痛感,つうかん,"feeling keenly, fully realizing",JLPT N1
通常,つうじょう,"common, normal, usual",JLPT N1
痛切,つうせつ,"keen, deep",JLPT N1
杖,つえ,cane,JLPT N1
使い道,つかいみち,use,JLPT N1
仕える,つかえる,"to serve, to work for",JLPT N1
司る,つかさどる,"to rule, to govern, to administer",JLPT N1
つかの間,つかのま,"moment, brief time,",JLPT N1
月並,つきなみ,"conventional, trite, common",JLPT N1
継目,つぎめ,"joint, seam",JLPT N1
尽きる,つきる,"to be used up, to be run out",JLPT N1
尽くす,つくす,"to exhaust, to run out; to devote, to serve",JLPT N1
つくづく,つくづく,"completely, really",JLPT N1
作り,つくり,"make up, structure, physique",JLPT N1
造り,つくり,"make up, structure, physique",JLPT N1
繕う,つくろう,"to mend, to repair",JLPT N1
付け加える,つけくわえる,to add one thing to another,JLPT N1
告げる,つげる,to inform,JLPT N1
つじつま (はなしの～),つじつま (はなしの～),"coherence, consistency",JLPT N1
筒,つつ,"pipe, tube",JLPT N1
突く,つつく,"to thrust, to strike, to attack; to poke, to nudge, to pick at",JLPT N1
突っ突く,つっつく,to prompt someone,JLPT N1
謹む,つつしむ,"to be careful, to be chaste or discreet",JLPT N1
突っ張る,つっぱる,"to support, to become stiff; to thrust (ones opponent), to stick to (ones opinion), to insist on",JLPT N1
務まる,つとまる,"be equal, be fit",JLPT N1
勤め先,つとめさき,place of work,JLPT N1
努めて,つとめて,"make an effort!, work hard!",JLPT N1
津波,つなみ,"tsunami, tidal wave",JLPT N1
つねる,つねる,to pinch,JLPT N1
角,つの,horn,JLPT N1
募る,つのる,"to invite, to solicit help, participation, etc",JLPT N1
唾,つば,"saliva, spit, sputum",JLPT N1
呟く,つぶやく,"to mutter, to murmur",JLPT N1
つぶら,つぶら,"round, rotund",JLPT N1
つぶる (めを～),つぶる (めを～),to close the eyes,JLPT N1
壷,つぼ,"jar, pot, vase",JLPT N1
蕾,つぼみ,"bud, flower bud",JLPT N1
連なる,つらなる,"to extend, to stretch out, to stand in a row",JLPT N1
貫く,つらぬく,to go through,JLPT N1
連ねる,つらねる,"to link, to join, to put together",JLPT N1
釣り鐘,つりがね,temple bell (for striking),JLPT N1
吊り革,つりかわ,strap,JLPT N1
手当,てあて,"allowance, compensation; treatment",JLPT N1
定義,ていぎ,definition,JLPT N1
提供,ていきょう,"offer, program sponsoring",JLPT N1
提携,ていけい,"cooperation, tie-up, joint business",JLPT N1
体裁,ていさい,"decency, style, form, appearance",JLPT N1
提示,ていじ,"presentation, exhibit, suggest, citation",JLPT N1
ティシュペーパー,ティシュペーパー,tissue,JLPT N1
定食,ていしょく,"fixed-price lunch, set meal, dinner",JLPT N1
訂正,ていせい,"correction, revision",JLPT N1
停滞,ていたい,"stagnation, tie-up, congestion, retention",JLPT N1
邸宅,ていたく,"mansion, residence",JLPT N1
定年,ていねん,retirement age,JLPT N1
堤防,ていぼう,"bank, weir",JLPT N1
手遅れ,ておくれ,being (too); belated treatment,JLPT N1
でかい,でかい,huge,JLPT N1
手掛かり,てがかり,"hint, clue, key",JLPT N1
手掛ける,てがける,"to handle, to manage, to work with",JLPT N1
手数,てかず,"trouble, labor, handling",JLPT N1
手軽,てがる,"easy, simple, cheap",JLPT N1
適応,てきおう,"adaptation, accommodation, conformity",JLPT N1
適宜,てきぎ,suitability,JLPT N1
適性,てきせい,aptitude,JLPT N1
できもの,できもの,"boil, rash",JLPT N1
手際,てぎわ,"performance, skill, tact",JLPT N1
出くわす,でくわす,"to happen to meet, to come across",JLPT N1
手順,てじゅん,"process, procedure, protocol",JLPT N1
手錠,てじょう,"handcuffs, manacles",JLPT N1
手数,てすう,"trouble, labor, handling",JLPT N1
デコレーション,デコレーション,decoration,JLPT N1
手近,てぢか,"near, handy, familiar",JLPT N1
てっきり,てっきり,"surely, certainly, beyond doubt",JLPT N1
鉄鋼,てっこう,iron and steel,JLPT N1
デッサン,デッサン,rough sketch (FRE: dessin),JLPT N1
徹する,てっする,"to devote oneself, to believe in",JLPT N1
てっぺん,てっぺん,"top, summit, apex",JLPT N1
鉄棒,てつぼう,"iron rod, crowbar, horizontal bar (gymnastics)",JLPT N1
出直し,でなおし,"adjustment, touch up",JLPT N1
掌,てのひら,the palm,JLPT N1
手配,てはい,"arrangement, search (by police)",JLPT N1
手筈,てはず,"arrangement, plan, program",JLPT N1
手引,てびき,"guidance, guide, introduction",JLPT N1
手本,てほん,"model, pattern",JLPT N1
手回し,てまわし,"preparations, arrangements",JLPT N1
手元,てもと,"(money) on hand or at home, one's purse; usual skill",JLPT N1
デモンストレーション,デモンストレーション,demonstration,JLPT N1
照り返す,てりかえす,"to reflect, to throw back light",JLPT N1
テレックス,テレックス,"telex, teletypewriter exchange",JLPT N1
手分け,てわけ,division of labor,JLPT N1
天,てん,"heaven, sky",JLPT N1
田園,でんえん,"country, rural districts",JLPT N1
天下,てんか,"the world, whole country",JLPT N1
転回,てんかい,"revolution, rotation",JLPT N1
連休,れんきゅう,consecutive holidays,JLPT N1
レンジ,レンジ,"range, stove",JLPT N1
連日,れんじつ,every day,JLPT N1
連帯,れんたい,solidarity,JLPT N1
レンタカー,レンタカー,rented car,JLPT N1
連中,れんちゅう,"colleagues, company, a lot",JLPT N1
レントゲン,レントゲン,X-ray (lit: Roentgen),JLPT N1
連邦,れんぽう,"commonwealth, federation of states",JLPT N1
連盟,れんめい,"league, union, alliance",JLPT N1
老衰,ろうすい,"senility, senile decay",JLPT N1
朗読,ろうどく,"reading aloud, recitation",JLPT N1
浪費,ろうひ,"waste, extravagance",JLPT N1
労力,ろうりょく,"labor, effort, trouble",JLPT N1
ロープウエイ,ロープウエイ,"ropeway, aerial tram",JLPT N1
ロープ,ロープ,rope,JLPT N1
ろくな,ろくな,"satisfactory, decent",JLPT N1
露骨,ろこつ,"blunt, outspoken; conspicuous; broad, suggestive",JLPT N1
ロマンチック,ロマンチック,romantic,JLPT N1
論議,ろんぎ,discussion,JLPT N1
論理,ろんり,logic,JLPT N1
惑星,わくせい,planet,JLPT N1
技,わざ,"art, technique",JLPT N1
わざわざ,わざわざ,"take the trouble (to do), doing something especially rather than incidentally",JLPT N1
煩わしい,わずらわしい,"burdensome, troublesome, complicated",JLPT N1
渡り鳥,わたりどり,"migratory bird, bird of passage",JLPT N1
ワット,ワット,watt,JLPT N1
詫び,わび,apology,JLPT N1
和文,わぶん,"Japanese text, sentence in Japanese",JLPT N1
藁,わら,straw,JLPT N1
～割,～わり,~ percent,JLPT N1
割当,わりあて,"allotment, allocation, quota",JLPT N1
割込む,わりこむ,"to cut in, to disturb",JLPT N1
悪者,わるもの,"bad fellow, rascal",JLPT N1
我,われ,"me, oneself, self, ego",JLPT N1
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance",JLPT N1
はかない,はかない,"short-lived, momentary, ephemeral",JLPT N1
ばかばかしい,ばかばかしい,stupid,JLPT N1
破棄,はき,"revocation, annulment, breaking (e.g., treaty)",JLPT N1
剥ぐ,はぐ,"to tear off, to peel off, to rip off",JLPT N1
迫害,はくがい,persecution,JLPT N1
薄弱,はくじゃく,"feebleness, weakness, weak",JLPT N1
白状,はくじょう,confession,JLPT N1
漠然,ばくぜん,"obscure, vague, equivocal",JLPT N1
爆弾,ばくだん,bomb,JLPT N1
爆破,ばくは,"blast, explosion, blow up",JLPT N1
暴露,ばくろ,"disclosure, exposure, revelation",JLPT N1
励ます,はげます,"to encourage, to cheer, to raise (the voice)",JLPT N1
励む,はげむ,"to be zealous, to make an effort",JLPT N1
剥げる,はげる,"to come off, to be worn off, to fade, to discolor",JLPT N1
化ける,ばける,"to disguise, to take the form of",JLPT N1
派遣,はけん,"dispatch, send",JLPT N1
恥,はじ,"shame, embarrassment",JLPT N1
弾く,はじく,"to play (piano, guitar)",JLPT N1
パジャマ,パジャマ,pajamas,JLPT N1
恥じらう,はじらう,"to feel shy, to be bashful, to blush",JLPT N1
恥じる,はじる,to feel ashamed,JLPT N1
橋渡し,はしわたし,"bridge building', mediation",JLPT N1
弾む,はずむ,"to bounce, to be encouraged, to splurge on",JLPT N1
破損,はそん,damage,JLPT N1
叩く,はたく,"to strike, to clap, to dust, to beat",JLPT N1
裸足,はだし,barefoot,JLPT N1
果たす,はたす,"to accomplish, to fulfill, to carry out, to achieve",JLPT N1
蜂蜜,はちみつ,honey,JLPT N1
パチンコ,パチンコ,pachinko (Japanese pinball),JLPT N1
罰,ばつ,"punishment, penalty",JLPT N1
発育,はついく,"(physical) growth, development",JLPT N1
発芽,はつが,germination,JLPT N1
発掘,はっくつ,"excavation, exhumation; discovery (e.g., new talent)",JLPT N1
発言,はつげん,"utterance, speech, proposal",JLPT N1
バッジ,バッジ,badge,JLPT N1
発生,はっせい,"outbreak, spring forth, occurrence",JLPT N1
仕立てる,したてる,"to tailor, to make, to prepare",JLPT N1
下取り,したどり,"trade in, part exchange",JLPT N1
下火,したび,"burning low, waning, declining",JLPT N1
実,じつ,"fruit, good result",JLPT N1
実家,じっか,(one's parents') home,JLPT N1
失格,しっかく,"disqualification, elimination, incapacity (legal)",JLPT N1
質疑,しつぎ,question,JLPT N1
失脚,しっきゃく,"losing one's standing, being overthrown, falling",JLPT N1
実業家,じつぎょうか,"industrialist, businessman",JLPT N1
シック,シック,chic,JLPT N1
じっくり,じっくり,"deliberately, carefully",JLPT N1
躾,しつけ,"discipline, training",JLPT N1
躾ける,しつける,"to discipline, to teach manners",JLPT N1
実践,じっせん,"practice, put into practice",JLPT N1
質素,しっそ,"simplicity, modesty, frugality",JLPT N1
実態,じったい,"truth, fact",JLPT N1
失調,しっちょう,"lack of harmony, imbalance",JLPT N1
嫉妬,しっと,jealousy,JLPT N1
実費,じっぴ,"actual expense, cost price",JLPT N1
指摘,してき,"pointing out, identification",JLPT N1
自転,じてん,"rotation, spin",JLPT N1
助動詞,じょどうし,auxiliary verb,JLPT N1
淑やか,しとやか,graceful,JLPT N1
萎びる,しなびる,"to shrivel, to fade",JLPT N1
シナリオ,シナリオ,scenario,JLPT N1
しなやか,しなやか,"supple, flexible, elastic",JLPT N1
屎尿,しにょう,human waste,JLPT N1
地主,じぬし,landlord,JLPT N1
凌ぐ,しのぐ,"to outdo, to surpass; to endure",JLPT N1
芝,しば,lawn,JLPT N1
始発,しはつ,first train,JLPT N1
耳鼻科,じびか,otolaryngology,JLPT N1
私物,しぶつ,"private property, personal effects",JLPT N1
しぶとい,しぶとい,"tenacious, stubborn",JLPT N1
司法,しほう,administration of justice,JLPT N1
始末,しまつ,disposal; cleaning up afterwards,JLPT N1
染みる,しみる,to soak; pierce,JLPT N1
使命,しめい,"mission, errand, message",JLPT N1
地元,じもと,local,JLPT N1
視野,しや,"field of vision, outlook",JLPT N1
弱,じゃく,"delicate, supple",JLPT N1
社交,しゃこう,social life,JLPT N1
ジャズ,ジャズ,jazz,JLPT N1
謝絶,しゃぜつ,refusal,JLPT N1
社宅,しゃたく,company owned house,JLPT N1
若干,じゃっかん,"some, few, number of",JLPT N1
三味線,しゃみせん,three-stringed Japanese guitar,JLPT N1
斜面,しゃめん,"slope, slanting surface, bevel",JLPT N1
砂利,じゃり,"gravel, ballast, pebbles",JLPT N1
洒落る,しゃれる,"to joke, to play on words; stylish",JLPT N1
ジャンパー,ジャンパー,"jacket, jumper",JLPT N1
ジャンプ,ジャンプ,jump,JLPT N1
ジャンボ,ジャンボ,jumbo,JLPT N1
ジャンル,ジャンル,genre,JLPT N1
主,しゅ,"owner, master, god",JLPT N1
種,しゅ,seed; variety,JLPT N1
私有,しゆう,private ownership,JLPT N1
～宗,～しゅう,sect,JLPT N1
収益,しゅうえき,"earnings, proceeds, returns",JLPT N1
修学,しゅうがく,learning,JLPT N1
周期,しゅうき,"cycle, period",JLPT N1
衆議院,しゅうぎいん,"Lower House, House of Representatives",JLPT N1
就業,しゅうぎょう,"employment, starting work",JLPT N1
従業員,じゅうぎょういん,"employee, worker",JLPT N1
集計,しゅうけい,"totalization, aggregate",JLPT N1
襲撃,しゅうげき,"attack, charge, raid",JLPT N1
収支,しゅうし,income and expenditure,JLPT N1
終始,しゅうし,from beginning to end; consistent(ly),JLPT N1
修士,しゅうし,Masters degree program,JLPT N1
従事,じゅうじ,"engaging, pursuing, following",JLPT N1
終日,しゅうじつ,all day,JLPT N1
充実,じゅうじつ,"fullness, perfection",JLPT N1
収集,しゅうしゅう,"gathering up, collection",JLPT N1
十字路,じゅうじろ,crossroads,JLPT N1
執着,しゅうじゃく,"attachment, adhesion, tenacity",JLPT N1
執着,しゅうちゃく,"attachment, adhesion, tenacity",JLPT N1
柔軟,じゅうなん,flexible,JLPT N1
重複,じゅうふく,"duplication, repetition, overlapping",JLPT N1
収容,しゅうよう,accommodation; seating; custody,JLPT N1
従来,じゅうらい,"up to now, so far, traditional",JLPT N1
守衛,しゅえい,"security guard, doorkeeper",JLPT N1
主演,しゅえん,"starring, playing the leading part",JLPT N1
主観,しゅかん,"subjectivity, subject, ego",JLPT N1
修行,しゅぎょう,"pursuit of knowledge, training, ascetic practice",JLPT N1
塾,じゅく,after-school (cram) school,JLPT N1
祝賀,しゅくが,"celebration, congratulations",JLPT N1
宿命,しゅくめい,"fate, destiny, predestination",JLPT N1
手芸,しゅげい,handicrafts,JLPT N1
主権,しゅけん,sovereignty,JLPT N1
主催,しゅさい,"organization, sponsorship, to host",JLPT N1
取材,しゅざい,"coverage, collecting data",JLPT N1
趣旨,しゅし,"object, meaning",JLPT N1
種々,しゅじゅ,variety,JLPT N1
主食,しゅしょく,staple food,JLPT N1
主人公,しゅじんこう,protagonist,JLPT N1
主体,しゅたい,"subject, main constituent",JLPT N1
主題,しゅだい,"subject, theme, motif",JLPT N1
出演,しゅつえん,"leading performer, stage appearance",JLPT N1
出血,しゅっけつ,bleeding,JLPT N1
出現,しゅつげん,"appearance, arrival",JLPT N1
出産,しゅっさん,childbirth,JLPT N1
出社,しゅっしゃ,come to work,JLPT N1
出生,しゅっしょう,birth,JLPT N1
出生,しゅっせい,birth,JLPT N1
微量,びりょう,"minuscule amount, extremely small quantity",JLPT N1
昼飯,ひるめし,lunch (mid-day meal),JLPT N1
比例,ひれい,proportion,JLPT N1
疲労,ひろう,"fatigue, weariness",JLPT N1
敏感,びんかん,"sensibility, susceptibility, sensitive (to)",JLPT N1
貧困,ひんこん,"poverty, lack",JLPT N1
品質,ひんしつ,quality,JLPT N1
貧弱,ひんじゃく,"poor, meager, insubstantial",JLPT N1
品種,ひんしゅ,"breed, type, variety",JLPT N1
ヒント,ヒント,hint,JLPT N1
頻繁,ひんぱん,frequency,JLPT N1
貧乏,びんぼう,"poverty, destitute, poor",JLPT N1
ファイト,ファイト,fight,JLPT N1
ファイル,ファイル,file; portfolio,JLPT N1
ファン,ファン,fan,JLPT N1
不意,ふい,"sudden, abrupt, unexpected",JLPT N1
フィルタ,フィルタ,filter,JLPT N1
封,ふう,seal,JLPT N1
封鎖,ふうさ,"blockade, freezing (funds)",JLPT N1
風車,ふうしゃ,windmill,JLPT N1
風習,ふうしゅう,custom,JLPT N1
風俗,ふうぞく,"manners, customs; sex industry",JLPT N1
ブーツ,ブーツ,boots,JLPT N1
風土,ふうど,"natural features, climate",JLPT N1
ブーム,ブーム,boom,JLPT N1
フォーム,フォーム,foam; form,JLPT N1
部下,ぶか,one's subordinate,JLPT N1
不可欠,ふかけつ,"indispensable, essential",JLPT N1
ぶかぶか,ぶかぶか,"too big, baggy",JLPT N1
不吉,ふきつ,"ominous, sinister, bad luck, ill omen",JLPT N1
不況,ふきょう,"recession, depression, slump",JLPT N1
布巾,ふきん,dish cloth,JLPT N1
複合,ふくごう,"composite, complex",JLPT N1
福祉,ふくし,"welfare, well-being",JLPT N1
覆面,ふくめん,"mask, veil, disguise",JLPT N1
膨れる,ふくれる,"to swell (out), to be inflated, to bulge",JLPT N1
不景気,ふけいき,"business recession, hard times, depression",JLPT N1
耽る,ふける,"to indulge in, to give oneself up to, to be absorbed in",JLPT N1
老ける,ふける,to age,JLPT N1
富豪,ふごう,"wealthy person, millionaire",JLPT N1
布告,ふこく,"edict, ordinance, proclamation",JLPT N1
ブザー,ブザー,buzzer,JLPT N1
負債,ふさい,"debt, liabilities",JLPT N1
不在,ふざい,absence,JLPT N1
ふさわしい,ふさわしい,appropriate,JLPT N1
不順,ふじゅん,"irregularity, unseasonableness",JLPT N1
負傷,ふしょう,"injury, wound",JLPT N1
侮辱,ぶじょく,"insult, contempt, slight",JLPT N1
不審,ふしん,"suspicious, doubt, infidelity",JLPT N1
不振,ふしん,"dullness, slump, stagnation",JLPT N1
武装,ぶそう,"arms, armament, armed",JLPT N1
札,ふだ,"token, label; ticket, card; charm, talisman",JLPT N1
負担,ふたん,burden; load,JLPT N1
不調,ふちょう,"bad condition, disorder, slump",JLPT N1
復活,ふっかつ,"revival (e.g., musical), restoration",JLPT N1
物議,ぶつぎ,public discussion (criticism),JLPT N1
復旧,ふっきゅう,"restoration, restitution, rehabilitation",JLPT N1
復興,ふっこう,"revival, renaissance, reconstruction",JLPT N1
物資,ぶっし,"goods, materials",JLPT N1
仏像,ぶつぞう,Buddhist image (statue),JLPT N1
物体,ぶったい,object,JLPT N1
沸騰,ふっとう,"boiling, seething",JLPT N1
不当,ふとう,"injustice, impropriety, unfair",JLPT N1
不動産,ふどうさん,real estate,JLPT N1
無難,ぶなん,"safety, security",JLPT N1
赴任,ふにん,(proceeding to) new appointment,JLPT N1
腐敗,ふはい,"decay, depravity",JLPT N1
不評,ふひょう,"bad reputation, disgrace, unpopularity",JLPT N1
不服,ふふく,"dissatisfaction, discontent, disapproval",JLPT N1
普遍,ふへん,"universality, ubiquity, omnipresence",JLPT N1
踏まえる,ふまえる,"to be based on, to have origin in",JLPT N1
踏み込む,ふみこむ,"to step into (someone else's territory, to break into, to raid",JLPT N1
不明,ふめい,"unknown, ambiguous",JLPT N1
部門,ぶもん,"class, group, category, department, field, branch",JLPT N1
扶養,ふよう,"support, maintenance",JLPT N1
ふらふら,ふらふら,"unsteady on one's feet, totter, dizzy",JLPT N1
ぶらぶら,ぶらぶら,"dangle heavily, sway to and fro, stroll idly",JLPT N1
振り返る,ふりかえる,"to turn head, to turn around, to look back",JLPT N1
振り出し,ふりだし,"outset, starting point, drawing or issuing (draft)",JLPT N1
不良,ふりょう,"badness, delinquent, failure",JLPT N1
浮力,ふりょく,buoyancy,JLPT N1
武力,ぶりょく,"armed might, military power, the sword, force",JLPT N1
ブル,ブル,bull,JLPT N1
震わせる,ふるわせる,"to be shaking, to be trembling",JLPT N1
無礼,ぶれい,"impolite, rude",JLPT N1
付録,ふろく,"appendix, supplement",JLPT N1
フロント,フロント,front,JLPT N1
憤慨,ふんがい,"indignation, resentment",JLPT N1
文化財,ぶんかざい,"cultural assets, cultural property",JLPT N1
分業,ぶんぎょう,"division of labor, specialization, assembly-line production",JLPT N1
文語,ぶんご,"written language, literary language",JLPT N1
分散,ぶんさん,"dispersion, decentralization, variance (statistics)",JLPT N1
分子,ぶんし,"numerator, molecule",JLPT N1
紛失,ふんしつ,losing something,JLPT N1
噴出,ふんしゅつ,"spewing, gushing, spouting",JLPT N1
文書,ぶんしょ,"document, writing",JLPT N1
紛争,ふんそう,"dispute, trouble, strife",JLPT N1
ふんだん,ふんだん,"plentiful, abundant, lavish",JLPT N1
分担,ぶんたん,"apportionment, sharing",JLPT N1
奮闘,ふんとう,"hard struggle, strenuous effort",JLPT N1
分配,ぶんぱい,"division, sharing",JLPT N1
分母,ぶんぼ,denominator,JLPT N1
粉末,ふんまつ,fine powder,JLPT N1
分離,ぶんり,"separation, detachment, segregation",JLPT N1
分裂,ぶんれつ,"split, division, break up",JLPT N1
ペア,ペア,"pair, pear",JLPT N1
兵器,へいき,"arms, weapons, ordinance",JLPT N1
閉口,へいこう,shut mouth,JLPT N1
閉鎖,へいさ,"closing, closure, shutdown",JLPT N1
兵士,へいし,soldier,JLPT N1
平常,へいじょう,"normal, usual",JLPT N1
平方,へいほう,"square (e.g., meter, square)",JLPT N1
並列,へいれつ,"arrangement, parallel, abreast",JLPT N1
ベース,ベース,"base, bass",JLPT N1
辟易,へきえき,"wince, shrink back, succumbing to, being frightened",JLPT N1
ぺこぺこ,ぺこぺこ,"fawn, be very hungry",JLPT N1
ベスト,ベスト,best; vest,JLPT N1
ベストセラー,ベストセラー,best-seller,JLPT N1
隔たる,へだたる,to be distant,JLPT N1
縁,へり,edge,JLPT N1
へりくだる,へりくだる,to deprecate oneself and praise the listener,JLPT N1
弁解,べんかい,"explanation, justification, excuse",JLPT N1
変革,へんかく,"change, reform(the) Reformation",JLPT N1
返還,へんかん,"return, restoration",JLPT N1
便宜,べんぎ,"convenience, accommodation",JLPT N1
偏見,へんけん,"prejudice, narrow view",JLPT N1
弁護,べんご,"defense, pleading, advocacy",JLPT N1
返済,へんさい,repayment,JLPT N1
弁償,べんしょう,"compensation, reparation, reimbursement",JLPT N1
